model,build@1,build@5,build@10,build@20,pass@1,pass@5,pass@10,pass@20,strict_pass@1,strict_pass@5,strict_pass@10,strict_pass@20,speedup@1,speedup@5,speedup@10,speedup@20,speedup_max@1,speedup_max@5,speedup_max@10,speedup_max@20,efficiency@1,efficiency@5,efficiency@10,efficiency@20,efficiency_max@1,efficiency_max@5,efficiency_max@10,efficiency_max@20
gpt5,0.7587926779558415,0.8815804807372888,0.9021274779189398,0.9183948799528038,0.5282857142857142,0.7582882249275843,0.8031527679681137,0.8382787401521817,0.5281428571428571,0.7582282166894517,0.8031483792240424,0.838278735257309,20.531176186215017,5.981163797883186,5.241931336151282,26.09689637354787,87.06494610467776,41.49032123942929,27.359654844325995,59.741134049103415,0.3207996279096096,0.09345568434192475,0.08190517712736374,0.4077640058366855,70.57488137835261,24.810688266954912,13.317899618043544,13.104844555359481
hpc-coder,0.8886299085272539,0.9133268326448601,0.9142476163943875,0.9142856635478159,0.08799999999999997,0.18943147815202305,0.22706182447517673,0.255649507558181,0.06414285714285713,0.14978451522528946,0.1821779962038783,0.20699035722165893,11.191648619647655,9.710092121076132,9.2209876533758,9.73225703352195,17.09874429950496,16.179031496376645,16.888859414948577,17.406581846637703,0.17486950968199458,0.15172018939181453,0.14407793208399683,0.15206651614878045,12.330637136006384,11.977909869695791,11.869236608664917,12.495008465675328
magicoder,0.5307279769977326,0.7309345873316022,0.7697136758590452,0.7910999450563707,0.14399999999999993,0.30795080949102094,0.3825972118235225,0.4508188624872024,0.08714285714285708,0.23853178511999257,0.31620993860490093,0.3896036732666034,174.90407500234804,156.48514373868593,146.51361901178896,133.757222812017,183.45263344747687,172.24059582515173,168.37148492652477,163.4523166375936,2.7328761719116885,2.4450803709169677,2.2892752970592025,2.0899566064377657,178.74993497831355,158.77563798962336,146.8229593409028,132.02939685175946
sonnet,0.7465114957356983,0.8470507836729168,0.855088502252608,0.8569824295468376,0.6112857142857143,0.7803765048215922,0.8040135314506026,0.8132754264116446,0.6097142857142857,0.7795152715881729,0.8038950803152709,0.813274692007296,7.212664685068063,5.3113899801111435,4.903986069067023,4.775381447492481,11.108215414673149,6.928799398389133,6.434015762885886,9.067097962472817,0.11269788570418847,0.08299046843923656,0.07662478232917218,0.07461533511706998,5.052211695167474,2.1756079499443826,2.0926320315723745,2.571363903935542
starcoder,0.910462369253615,0.9285599445964614,0.9285714229079345,0.9285714285714279,0.07399999999999997,0.1431854805228201,0.1679368402879303,0.1909794184008647,0.018571428571428548,0.052533401475911456,0.06815200095276919,0.08448140482819376,882.2072481481127,2621.816891788687,2621.4336317559396,2621.022524934185,955.9216222638421,2833.0103239886107,2832.8236356340217,2832.4818706572873,13.784488252314263,40.96588893419823,40.959900496186556,40.95347695209664,949.1999456847594,2822.097436022581,2822.0014103068056,2821.6979256580003
